,Dep_Airport,mean_arr_delay,Mkt_Ccode,Mkt_Fl_No,Arr_Airport_x,Date,Day_Week,Sched_Dep_Time_OAG,Gate_Dep_Time_Actual,Sched_Arr_Time_OAG,Gate_Arr_Time_Actual,Sched_Elapsed_Time_CRS,Actual_Gate_Gate_Time,Dep_Delay_Time_Actual,Arr_Delay_Time_Actual,Elapsed_Time_Diff_Actual,Wheels_Off_Time_Actual,Wheels_On_Time_Actual,Tail_Number,Cancel_Code,Mins_Late_Delay_Code_E_Carrier,Mins_Late_Delay_Code_F_Weather,Mins_Late_Delay_Code_G_NAS,Mins_Late_Delay_Code_H_Security,Mins_Late_Delay_Code_I_Late_Arr_Flight,First_Gate_Dep_Time,Total_Ground_Away_From_Gate,Longest_Ground_Time_Away_From_Gate,No_Landings_At_Div_Airport,month,Arr_Delay_Time_Actual_Flag,Sched_Dep_Time_OAG_Block,Airport Name_x,city_name,Country name_x,Arr_Airport_y,lat,lng,City name_y,Airport Code,Airport Name_y,country_name,Country Abbrev.,World Area Code,Arr_Airport
0,ABE,24.97530864197531,AA,4177.0,PHL,20180119,fri,620,610,707,646,47,36,-10,-21,-11,626,643,N412AW,,0,0,0,0,0,0,0,0,0,jan,0,morning,Lehigh Valley International Airport,Allentown,United States,ABE,40.65209961,-75.44080353,Allentown,ABE,Lehigh Valley International,United States,US,67,ABE
81,ABQ,-1.4428152492668622,WN,462.0,SAN,20180131,wed,1610,1712,1705,1752,115,100,62,47,-15,1724,1750,N408WN,,47,0,0,0,0,0,0,0,0,jan,1,late_afternoon,Albuquerque International Sunport,Albuquerque,United States,ABQ,35.040199,-106.609001,Albuquerque,ABQ,Albuquerque International,United States,US,67,ABQ
763,ABY,35.1025641025641,DL,3280.0,ATL,20180213,tue,1759,1750,1907,1913,68,83,-9,6,15,1823,1904,N8836A,,0,0,0,0,0,0,0,0,0,feb,1,late_afternoon,Southwest Georgia Regional Airport,Albany,United States,ABY,31.53549957,-84.19450378,Albany,ABY,Dougherty County,United States,US,67,ABY
841,ADK,16.285714285714285,AS,161.0,ANC,20180224,sat,1715,1731,2057,2118,162,167,16,21,5,1753,2112,N618AS,,0,16,5,0,0,0,0,0,0,feb,1,late_afternoon,Adak Airport,Adak Island,United States,ADK,51.87799835,-176.6459961,Adak Island,ADK,Adak Island NS,United States,US,67,ADK
848,ADQ,-5.428571428571429,AS,40.0,ANC,20180206,tue,1702,1640,1752,1727,50,47,-22,-25,-3,1644,1724,N607AS,,0,0,0,0,0,0,0,0,0,feb,0,late_afternoon,Kodiak Airport,Kodiak,United States,ADQ,57.75,-152.4940033,Kodiak,ADQ,Kodiak Airport,United States,US,67,ADQ
904,AEX,-1.632,DL,3286.0,ATL,20180203,sat,1427,1422,1710,1658,103,96,-5,-12,-7,1443,1651,N686BR,,0,0,0,0,0,0,0,0,0,feb,0,early_afternoon,Alexandria International Airport,Alexandria,United States,AEX,31.32740021,-92.54979706,Alexandria,AEX,Alexandria Internation,United States,US,67,AEX
1029,ALB,7.136363636363637,AA,4711.0,PHL,20180115,mon,1040,1042,1155,1158,75,76,2,3,1,1058,1153,N135HQ,,0,0,0,0,0,0,0,0,0,jan,1,late_morning,Albany International Airport,Albany,United States,ALB,42.74829865,-73.80169678,Albany,ALB,Albany International,United States,US,67,ALB
1381,AMA,-2.8346456692913384,AA,5835.0,DFW,20180104,thu,800,0,917,0,77,0,0,0,0,0,0,N911FJ,A,0,0,0,0,0,0,0,0,0,jan,0,morning,Rick Husband Amarillo International Airport,Amarillo,United States,AMA,35.219398,-101.706001,Amarillo,AMA,International,United States,US,67,AMA
1508,ANC,-8.395101171458998,AS,41.0,BET,20180223,fri,600,549,724,719,84,90,-11,-5,6,608,715,N644AS,,0,0,0,0,0,0,0,0,0,feb,0,morning,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,61.17440033,-149.9960022,Anchorage,ANC,Ted Stevens Anchorage Int'l,United States,US,67,ANC
2447,ATL,0.9140948871487794,AA,2472.0,CLT,20180223,fri,1219,1227,1345,1352,86,85,8,7,-1,1250,1336,N851NN,,0,0,0,0,0,0,0,0,0,feb,1,early_afternoon,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,Atlanta,ATL,Hartsfield-Jackson Atlanta Int,United States,US,67,ATL
6789,ATW,8.63681592039801,UA,3762.0,ORD,20180103,wed,1035,1031,1142,1201,67,90,-4,19,23,1043,1124,N440AW,,0,0,19,0,0,0,0,0,0,jan,1,late_morning,Appleton International Airport,Appleton,United States,ATW,44.258098600000004,-88.51909637,Appleton,ATW,Outagamie County,United States,US,67,ATW
6990,AUS,-0.3093167701863354,AA,2080.0,PHL,20180209,fri,1240,1352,1703,1813,203,201,72,70,-2,1406,1754,N957UW,,70,0,0,0,0,0,0,0,0,feb,1,early_afternoon,Austin Bergstrom International Airport,Austin,United States,AUS,30.19449997,-97.66989899,,,,,,,
8600,AVL,3.1333333333333333,DL,3473.0,ATL,20180219,mon,1437,1427,1545,1539,68,72,-10,-6,4,1448,1532,N8918B,,0,0,0,0,0,0,0,0,0,feb,0,early_afternoon,Asheville Regional Airport,Asheville,United States,AVL,35.43619919,-82.54180145,Fletcher,AVL,Asheville Regional Airport,United States,US,67,AVL
8615,AVP,77.22222222222223,AA,4182.0,PHL,20180108,mon,615,606,706,655,51,49,-9,-11,-2,619,650,N421ZW,,0,0,0,0,0,0,0,0,0,jan,0,morning,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,41.33850098,-75.7233963,Wilkes-Barre,AVP,International,United States,US,67,AVP
8642,AZO,4.170212765957447,UA,3778.0,ORD,20180123,tue,530,524,540,509,70,45,-6,-31,-25,534,504,N454AW,,0,0,0,0,0,0,0,0,0,jan,0,early_morning,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,42.23490143,-85.55210114,Kalamazoo,AZO,Battle Creek Intl,United States,US,67,AZO
8736,BDL,2.0372786579683133,WN,3885.0,BWI,20180120,sat,620,619,740,725,80,66,-1,-15,-14,629,718,N475WN,,0,0,0,0,0,0,0,0,0,jan,0,morning,Bradley International Airport,Windsor Locks,United States,BDL,41.93889999,-72.68319702,Windsor Locks,BDL,Bradley International,United States,US,67,BDL
9809,BET,-3.236111111111111,AS,46.0,ANC,20180223,fri,2053,0,2159,0,66,0,0,0,0,0,0,N615AS,B,0,0,0,0,0,0,0,0,0,feb,0,evening,Bethel Airport,Bethel,United States,BET,60.77980042,-161.8379974,Bethel,BET,Bethel Airport,United States,US,67,BET
9881,BFL,19.38888888888889,AA,5817.0,PHX,20180124,wed,615,614,856,858,101,104,-1,2,3,638,850,N326MS,,0,0,0,0,0,0,0,0,0,jan,1,morning,Meadows Field,Bakersfield,United States,BFL,35.43360138,-119.0569992,Bakersfield,BFL,Meadows Field,United States,US,67,BFL
9953,BGR,3.6894736842105265,DL,3310.0,LGA,20180224,sat,652,640,854,828,122,108,-12,-26,-14,706,817,N8980A,,0,0,0,0,0,0,0,0,0,feb,0,morning,Bangor International Airport,Bangor,United States,BGR,44.80739975,-68.82810211,Bangor,BGR,International,United States,US,67,BGR
10143,BHM,-2.6458333333333335,AA,5723.0,DFW,20180115,mon,600,550,809,813,129,143,-10,4,14,615,759,N930LR,,0,0,0,0,0,0,0,0,0,jan,1,morning,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,33.56290054,-86.75350189,Birmingham,BHM,Birmingham,United States,US,67,BHM
10383,BIS,27.96385542168675,UA,4601.0,DEN,20180206,tue,810,808,907,909,117,121,-2,2,4,832,902,N11127,,0,0,0,0,0,0,0,0,0,feb,1,morning,Bismarck Municipal Airport,Bismarck,United States,BIS,46.77270126,-100.7460022,Bismarck,BIS,Bismarck,United States,US,67,BIS
10466,BLI,-13.209302325581396,AS,813.0,OGG,20180209,fri,905,902,1350,1302,405,360,-3,-48,-45,920,1257,N516AS,,0,0,0,0,0,0,0,0,0,feb,0,late_morning,Bellingham International Airport,Bellingham,United States,BLI,48.792800899999996,-122.538002,Bellingham,BLI,Bellingham,United States,US,67,BLI
10509,BMI,30.522292993630572,AA,5782.0,DFW,20180118,thu,1511,1535,1727,1743,136,128,24,16,-8,1555,1729,N943LR,,5,0,0,0,11,0,0,0,0,jan,1,late_afternoon,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,40.47710037,-88.91590118,Bloomington-Normal,BMI,Bloomington-Normal,United States,US,67,BMI
10666,BNA,0.7714825306893296,DL,3759.0,LGA,20180220,tue,700,655,1020,1008,140,133,-5,-12,-7,704,955,N311PQ,,0,0,0,0,0,0,0,0,0,feb,0,morning,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,Nashville,BNA,Metropolitan,United States,US,67,BNA
12784,BOI,8.491408934707904,WN,385.0,SAN,20180125,thu,900,856,1015,1004,135,128,-4,-11,-7,910,1001,N964WN,,0,0,0,0,0,0,0,0,0,jan,0,late_morning,Boise Air Terminal/Gowen Field,Boise,United States,BOI,43.5644,-116.223,Boise,BOI,Air Term. (Gowen Fld),United States,US,67,BOI
13075,BOS,2.0488809310653537,AA,2126.0,LGA,20180215,thu,800,805,924,929,84,84,5,5,0,825,919,N744P,,0,0,0,0,0,0,0,0,0,feb,1,morning,General Edward Lawrence Logan International Airport,Boston,United States,BOS,42.36429977,-71.00520325,Boston,BOS,Logan International,United States,US,67,BOS
18660,BQK,-5.08,DL,3338.0,ATL,20180218,sun,615,612,729,732,74,80,-3,3,6,643,725,N8877A,,0,0,0,0,0,0,0,0,0,feb,1,morning,Brunswick Golden Isles Airport,Brunswick,United States,BQK,31.25880051,-81.46649933,Brunswick,BQK,Glynco Jetport,United States,US,67,BQK
18735,BQN,12.8125,B6,838.0,JFK,20180222,thu,605,559,900,833,235,214,-6,-27,-21,609,822,N954JB,,0,0,0,0,0,0,0,0,0,feb,0,morning,Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,18.49489975,-67.12940216,Aguadilla,BQN,Borinquen,Puerto Rico,PR,3,BQN
18783,BRO,10.279411764705882,AA,5943.0,DFW,20180131,wed,610,606,742,737,92,91,-4,-5,-1,615,730,N906FJ,,0,0,0,0,0,0,0,0,0,jan,0,morning,Brownsville South Padre Island International Airport,Brownsville,United States,BRO,25.90679932,-97.42590332,Brownsville,BRO,South Padre Is. Intl,United States,US,67,BRO
18851,BRW,-4.958333333333333,AS,50.0,ANC,20180201,thu,1904,1931,2051,2112,107,101,27,21,-6,1940,2108,N613AS,,0,0,0,21,0,0,0,0,0,feb,1,evening,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,71.285402,-156.766008,Barrow,BRW,Wiley Post/W.Rogers M,United States,US,67,BRW
18899,BTR,4.8,DL,3406.0,ATL,20180204,sun,600,732,843,1014,103,102,92,91,-1,758,1000,N316PQ,,91,0,0,0,0,0,0,0,0,feb,1,morning,Baton Rouge Metropolitan Airport,Baton Rouge,United States,BTR,30.533199,-91.149597,Baton Rouge,BTR,Ryan,United States,US,67,BTR
19039,BTV,6.020942408376963,DL,5053.0,DTW,20180219,mon,525,521,750,717,145,116,-4,-33,-29,537,711,N8883E,,0,0,0,0,0,0,0,0,0,feb,0,early_morning,Burlington International Airport,Burlington,United States,BTV,44.47190094,-73.15329742,Burlington,BTV,International,United States,US,67,BTV
19421,BUF,-0.06195652173913044,DL,3710.0,JFK,20180219,mon,1835,1834,2015,2015,100,101,-1,0,1,1849,1955,N132EV,,0,0,0,0,0,0,0,0,0,feb,0,evening,Buffalo Niagara International Airport,Buffalo,United States,BUF,42.94049835,-78.73220062,Buffalo,BUF,Buffalo Niagara International,United States,US,0,BUF
20341,BUR,1.0,B6,358.0,JFK,20180225,sun,2132,2119,550,509,318,290,-13,-41,-28,2134,505,N809JB,,0,0,0,0,0,0,0,0,0,feb,0,late_evening,Bob Hope Airport,Burbank,United States,BUR,34.20069885,-118.35900120000001,Burbank,BUR,Bob Hope,United States,US,67,BUR
20981,BWI,-1.375900720576461,UA,3478.0,EWR,20180112,fri,1930,0,2045,0,75,0,0,0,0,0,0,N858RW,A,0,0,0,0,0,0,0,0,0,jan,0,evening,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,39.1754,-76.668297,Baltimore,BWI,Balt/wash International,United States,US,67,BWI
23479,BZN,-16.41176470588235,AA,5993.0,DFW,20180106,sat,1535,1529,1934,1907,179,158,-6,-27,-21,1543,1857,N244LR,,0,0,0,0,0,0,0,0,0,jan,0,late_afternoon,Gallatin Field,Bozeman,United States,BZN,45.77750015,-111.15299990000001,Bozeman,BZN,Gallatin Field,United States,US,67,BZN
23496,CAE,20.26923076923077,AA,4192.0,PHL,20180105,fri,1046,1249,1230,1417,104,88,123,107,-16,1301,1414,N421ZW,,107,0,0,0,0,0,0,0,0,jan,1,late_morning,Columbia Metropolitan Airport,Columbia,United States,CAE,33.93880081,-81.11949921,Columbia,CAE,Metropolitan Airport,United States,US,67,CAE
23808,CAK,0.6091954022988506,UA,3777.0,ORD,20180119,fri,1327,1315,1404,1328,97,73,-12,-36,-24,1325,1323,N409AW,,0,0,0,0,0,0,0,0,0,jan,0,early_afternoon,Akron Canton Regional Airport,Akron,United States,CAK,40.91609955,-81.44219971,Akron/Canton,CAK,Akron/Canton Regional,United States,US,67,CAK
23895,CDV,2.3970588235294117,AS,61.0,ANC,20180227,tue,1324,1317,1409,1412,45,55,-7,3,10,1330,1406,N506AS,,0,0,0,0,0,0,0,0,0,feb,1,early_afternoon,Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,60.49179839999999,-145.4779968,Cordova,CDV,Mudhole Smith,United States,US,67,CDV
23963,CHA,5.131221719457014,UA,3784.0,ORD,20180125,thu,1734,1725,1835,1836,121,131,-9,1,10,1807,1832,N429AW,,0,0,0,0,0,0,0,0,0,jan,1,late_afternoon,Lovell Field,Chattanooga,United States,CHA,35.03530121,-85.20379639,Chattanooga,CHA,Lovell Field,United States,US,67,CHA
24184,CHO,7.6,UA,3781.0,ORD,20180116,tue,702,711,800,812,118,121,9,12,3,736,806,N419AW,,0,0,0,0,0,0,0,0,0,jan,1,morning,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,38.138599400000004,-78.45290375,Charlottesville,CHO,Albemarle,United States,US,67,CHO
24319,CHS,-3.917525773195876,B6,989.0,DCA,20180228,wed,1516,1501,1645,1651,89,110,-15,6,21,1531,1647,N178JB,,0,0,0,0,0,0,0,0,0,feb,1,late_afternoon,Charleston Air Force Base-International Airport,Charleston,United States,CHS,32.89860153,-80.04049683,Charleston,CHS,AFB Municipal,United States,US,67,CHS
24998,CID,30.140845070422536,UA,3795.0,ORD,20180103,wed,640,1140,757,1307,77,87,300,310,10,1208,1254,N435AW,,300,0,10,0,0,0,0,0,0,jan,1,morning,The Eastern Iowa Airport,Cedar Rapids,United States,CID,41.88470078,-91.71080017,Cedar Rapids,CID,Cedar Rapids,United States,US,67,CID
25069,CLE,3.772004241781548,DL,5008.0,DTW,20180225,sun,1745,1742,1847,1824,62,42,-3,-23,-20,1753,1819,N330PQ,,0,0,0,0,0,0,0,0,0,feb,0,late_afternoon,Cleveland Hopkins International Airport,Cleveland,United States,CLE,41.4117012,-81.84980011,Cleveland,CLE,Hopkins International,United States,US,1,CLE
26012,CLT,0.9430459050005695,AA,655.0,DCA,20180222,thu,1130,1130,1256,1250,86,80,0,-6,-6,1150,1243,N770UW,,0,0,0,0,0,0,0,0,0,feb,0,late_morning,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.21400070000001,-80.94309998,Charlotte,CLT,Douglas,United States,US,67,CLT
34791,CMH,4.738864142538976,UA,3437.0,DEN,20180117,wed,755,751,928,837,213,166,-4,-51,-47,800,827,N864RW,,0,0,0,0,0,0,0,0,0,jan,0,morning,John Glenn Columbus International Airport,Columbus,United States,CMH,39.998001,-82.891899,Columbus,CMH,Port Columbus Intl,United States,US,67,CMH
36587,CMI,20.862068965517242,UA,4610.0,ORD,20180204,sun,530,521,631,658,61,97,-9,27,36,609,647,N18120,,0,0,27,0,0,0,0,0,0,feb,1,early_morning,University of Illinois Willard Airport,Champaign,United States,CMI,40.03919983,-88.27809906,Champaign,CMI,University Of Illinois Willard,United States,US,67,CMI
36674,COS,8.035175879396984,UA,3646.0,IAH,20180117,wed,1205,0,1527,0,142,0,0,0,0,0,0,N863RW,A,0,0,0,0,0,0,0,0,0,jan,0,early_afternoon,City of Colorado Springs Municipal Airport,Colorado Springs,United States,COS,38.805801,-104.70099599999999,Colorado Springs,COS,Colorado Springs,United States,US,67,COS
36873,COU,87.27586206896552,UA,3831.0,ORD,20180101,mon,533,2021,650,2152,77,91,888,902,14,2046,2141,N435AW,,0,0,902,0,0,0,0,0,0,jan,1,early_morning,Columbia Regional Airport,Columbia,United States,COU,38.81809998,-92.21959686,Columbia,COU,Columbia Regional,United States,US,67,COU
36902,CPR,26.96825396825397,UA,4684.0,DEN,20180214,wed,1710,1748,1822,1846,72,58,38,24,-14,1757,1837,N16112,,6,0,0,0,18,0,0,0,0,feb,1,late_afternoon,Casper-Natrona County International Airport,Casper,United States,CPR,42.908001,-106.46399699999999,Casper,CPR,Casper,United States,US,67,CPR
36965,CRP,0.21153846153846154,AA,5796.0,DFW,20180108,mon,1044,1033,1208,1201,84,88,-11,-7,4,1047,1152,N944LR,,0,0,0,0,0,0,0,0,0,jan,0,late_morning,Corpus Christi International Airport,Corpus Christi,United States,CRP,27.77039909,-97.50119781,Corpus Christi,CRP,International,United States,US,67,CRP
37225,CRW,10.736434108527131,DL,3323.0,ATL,20180221,wed,1550,1554,1726,1724,96,90,4,-2,-6,1610,1720,N834AY,,0,0,0,0,0,0,0,0,0,feb,0,late_afternoon,Yeager Airport,Charleston,United States,CRW,38.37310028,-81.59320068,Charleston,CRW,Yeager,United States,US,67,CRW
37354,CSG,-0.3157894736842105,DL,3466.0,ATL,20180204,sun,1400,1355,1457,1500,57,65,-5,3,8,1415,1448,N833AY,,0,0,0,0,0,0,0,0,0,feb,1,early_afternoon,Columbus Metropolitan Airport,Columbus,United States,CSG,32.516300199999996,-84.93890381,,,,,,,
37449,CVG,1.7199091597274792,UA,3592.0,EWR,20180106,sat,1155,1139,1400,1328,125,109,-16,-32,-16,1151,1321,N739YX,,0,0,0,0,0,0,0,0,0,jan,0,late_morning,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.04880142,-84.6678009,Cincinnati,CVG,Cinci./Nrthrn Kentucky,United States,US,67,CVG
38770,CWA,11.771428571428572,DL,3397.0,DTW,20180203,sat,830,820,1101,1046,91,86,-10,-15,-5,843,1033,N8976E,,0,0,0,0,0,0,0,0,0,feb,0,morning,Central Wisconsin Airport,Wassau,United States,CWA,44.77759933,-89.66680145,Wausau,CWA,Central Wisconsin,United States,US,67,CWA
38945,DAB,5.761904761904762,B6,500.0,JFK,20180224,sat,1229,1221,1452,1437,143,136,-8,-15,-7,1234,1430,N564JB,,0,0,0,0,0,0,0,0,0,feb,0,early_afternoon,Daytona Beach International Airport,Daytona Beach,United States,DAB,29.179899,-81.058098,Daytona Beach,DAB,Regional,United States,US,67,DAB
38966,DAL,-2.0687418936446176,WN,1844.0,BWI,20180124,wed,1525,1525,1910,1846,165,141,0,-24,-24,1532,1843,N8541W,,0,0,0,0,0,0,0,0,0,jan,0,late_afternoon,Dallas Love Field,Dallas,United States,DAL,32.847099,-96.851799,Dallas,DAL,Love Field,United States,US,67,DAL
40508,DAY,8.252475247524753,UA,4639.0,ORD,20180211,sun,1550,1544,1608,1556,78,72,-6,-12,-6,1555,1541,N21144,,0,0,0,0,0,0,0,0,0,feb,0,late_afternoon,James M Cox Dayton International Airport,Dayton,United States,DAY,39.90240097,-84.2193985,Dayton,DAY,James Cox Dayton Intl,United States,US,67,DAY
40912,DCA,2.0643092105263157,AA,4346.0,RDU,20180209,fri,1935,1942,2104,2049,79,67,-3,-15,-12,2004,2045,N614AE,,0,0,0,0,0,0,0,0,0,feb,0,evening,Ronald Reagan Washington National Airport,Washington,United States,DCA,38.8521,-77.037697,Washington,DCA,Ronald Reagan National,United States,US,67,DCA
46992,DEN,7.803314121037464,WN,3463.0,OKC,20180114,sun,1115,1108,1345,1326,90,78,-7,-19,-12,1121,1323,N225WN,,0,0,0,0,0,0,0,0,0,jan,0,late_morning,Denver International Airport,Denver,United States,DEN,39.86169815,-104.6729965,Denver,DEN,Denver International,United States,US,67,DEN
51156,DFW,8.528481682783935,AA,1911.0,PHL,20180220,tue,906,937,1315,1331,189,174,31,16,-15,952,1323,N162UW,,16,0,0,0,0,0,0,0,0,feb,1,late_morning,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,32.896801,-97.038002,Dallas,DFW,Dallas/Ft Worth Intl,United States,US,67,DFW
65323,DIK,35.94736842105263,UA,4694.0,DEN,20180220,tue,715,715,908,924,113,129,0,16,16,747,913,N18102,,0,0,16,0,0,0,0,0,0,feb,1,morning,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,46.79740143,-102.802002,Dickinson,DIK,Dickinson,United States,US,67,DIK
65380,DRO,-11.181818181818182,AA,5973.0,DFW,20180107,sun,615,634,927,928,132,114,19,1,-18,656,922,N917FJ,,0,0,0,0,0,0,0,0,0,jan,1,morning,Durango La Plata County Airport,Durango,United States,DRO,37.15150070000001,-107.7539978,Durango,DRO,La Plata,United States,US,67,DRO
65512,DSM,6.86344537815126,AA,531.0,PHX,20180213,tue,715,830,956,1052,221,202,75,56,-19,846,1043,N673AW,,56,0,0,0,0,0,0,0,0,feb,1,morning,Des Moines International Airport,Des Moines,United States,DSM,41.5340004,-93.6631012,Des Moines,DSM,Des Moines,United States,US,67,DSM
65988,DTW,7.13236337828247,DL,3792.0,IAH,20180211,sun,1556,1755,1830,2055,214,240,119,145,26,1856,2042,N272PQ,,0,119,26,0,0,0,0,0,0,feb,1,late_afternoon,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,42.21239853,-83.35340118,Detroit,DTW,Wayne County,United States,US,67,DTW
68806,ECP,1.8666666666666667,WN,3502.0,HOU,20180120,sat,1120,1112,1315,1252,115,100,-8,-23,-15,1119,1247,N7816B,,0,0,0,0,0,0,0,0,0,jan,0,late_morning,Northwest Florida Beaches International Airport,Panama City,United States,ECP,30.357105999999998,-85.79541400000001,,,,,,,
68836,EGE,48.8494623655914,AA,2333.0,DFW,20180203,sat,1250,1251,1555,1556,125,125,1,1,0,1313,1550,N195AN,,0,0,0,0,0,0,0,0,0,feb,1,early_afternoon,Eagle County Regional Airport,Vail,United States,EGE,39.64260101,-106.9179993,Vail/Eagle,EGE,Eagle County,United States,US,67,EGE
69022,ELP,2.7382039573820394,AA,5859.0,DFW,20180123,tue,810,802,1054,1037,104,95,-8,-17,-9,815,1025,N957LR,,0,0,0,0,0,0,0,0,0,jan,0,morning,El Paso International Airport,El Paso,United States,ELP,31.80719948,-106.37799840000002,El Paso,ELP,International,United States,US,67,ELP
69679,ERI,19.9672131147541,UA,3799.0,ORD,20180109,tue,1745,1734,1835,1821,110,107,-11,-14,-3,1800,1812,N435AW,,0,0,0,0,0,0,0,0,0,jan,0,late_afternoon,Erie International Tom Ridge Field,Erie,United States,ERI,42.08312701,-80.17386675,Erie,ERI,International,United States,US,67,ERI
69740,EVV,19.314720812182742,DL,3283.0,ATL,20180205,mon,1110,1144,1337,1405,87,81,34,28,-6,1205,1359,N8928A,,28,0,0,0,0,0,0,0,0,feb,1,late_morning,Evansville Regional Airport,Evansville,United States,EVV,38.03699875,-87.53240204,Evansville,EVV,Dress Regional,United States,US,67,EVV
69937,EWN,-7.678571428571429,DL,3301.0,ATL,20180205,mon,1415,1406,1605,1547,110,101,-9,-18,-9,1422,1537,N686BR,,0,0,0,0,0,0,0,0,0,feb,0,early_afternoon,Coastal Carolina Regional Airport,New Bern,United States,EWN,35.07300186,-77.04290009,New Bern,EWN,Simmons Nott,United States,US,67,EWN
69993,EWR,1.170163840183961,UA,3602.0,XNA,20180125,thu,840,825,1106,1046,206,201,-15,-20,-5,852,1038,N857RW,,0,0,0,0,0,0,0,0,0,jan,0,morning,Newark Liberty International Airport,Newark,United States,EWR,40.69250107,-74.16870117,Newark,EWR,Newark International Airport,United States,US,67,EWR
73472,EYW,3.1957186544342506,AA,4648.0,DCA,20180127,sat,1205,1157,1448,1423,163,146,-8,-25,-17,1207,1417,N415YX,,0,0,0,0,0,0,0,0,0,jan,0,early_afternoon,Key West International Airport,Key West,United States,EYW,24.55610085,-81.75959778,Key West,EYW,International,United States,US,67,EYW
73799,FAI,-15.59047619047619,AS,55.0,ANC,20180218,sun,1413,1353,1511,1454,58,61,-20,-17,3,1402,1450,N562AS,,0,0,0,0,0,0,0,0,0,feb,0,early_afternoon,Fairbanks International Airport,Fairbanks,United States,FAI,64.81510162,-147.85600280000003,Fairbanks,FAI,International,United States,US,67,FAI
74009,FAR,5.446428571428571,UA,4717.0,DEN,20180222,thu,550,543,703,702,133,139,-7,-1,6,612,655,N14116,,0,0,0,0,0,0,0,0,0,feb,0,early_morning,Hector International Airport,Fargo,United States,FAR,46.92070007,-96.81580353,Fargo,FAR,Hector Field,United States,US,67,FAR
74065,FAT,22.866197183098592,AA,5944.0,PHX,20180118,thu,1605,1723,1858,2027,113,124,78,89,11,1751,2017,N907FJ,,0,0,23,0,66,0,0,0,0,jan,1,late_afternoon,Fresno Yosemite International Airport,Fresno,United States,FAT,36.77619934,-119.71800230000001,Fresno,FAT,Airterminal,United States,US,67,FAT
74207,FAY,3.038095238095238,DL,3373.0,ATL,20180224,sat,1330,1337,1502,1450,92,73,7,-12,-19,1348,1445,N832AY,,0,0,0,0,0,0,0,0,0,feb,0,early_afternoon,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,34.99119949,-78.88030243,Fayetteville,FAY,Municipal,United States,US,67,FAY
74312,FCA,16.50561797752809,UA,4657.0,DEN,20180219,mon,1705,1721,1920,2046,135,205,16,86,70,1745,1948,N14125,,0,16,70,0,0,0,0,0,0,feb,1,late_afternoon,Glacier Park International Airport,Kalispell,United States,FCA,48.3105011,-114.2559967,Kalispell,FCA,Glacier National Park,United States,US,67,FCA
74401,FLL,4.447219983883964,B6,170.0,BOS,20180215,thu,800,752,1103,1116,183,204,-8,13,21,814,1110,N580JB,,0,0,0,0,0,0,0,0,0,feb,1,morning,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,Fort Lauderdale,FLL,International,United States,US,67,FLL
76883,FNT,13.527777777777779,UA,3857.0,ORD,20180112,fri,1010,1005,1027,1054,77,109,-5,27,32,1042,1035,N429AW,,0,0,27,0,0,0,0,0,0,jan,1,late_morning,Bishop International Airport,Flint,United States,FNT,42.965400700000004,-83.74359894,Flint,FNT,Bishop,United States,US,67,FNT
76955,FSD,33.04854368932039,UA,3858.0,ORD,20180130,tue,740,729,929,916,109,107,-11,-13,-2,750,900,N434AW,,0,0,0,0,0,0,0,0,0,jan,0,morning,Joe Foss Field Airport,Sioux Falls,United States,FSD,43.58200073,-96.74189758,Sioux Falls,FSD,Regional(Jo Foss Fld),United States,US,67,FSD
77058,FSM,38.75438596491228,DL,3410.0,ATL,20180212,mon,1530,1529,1821,1805,111,96,-1,-16,-15,1537,1757,N8943A,,0,0,0,0,0,0,0,0,0,feb,0,late_afternoon,Fort Smith Regional Airport,Fort Smith,United States,FSM,35.33660126,-94.36740112,Fort Smith,FSM,Municipal,United States,US,67,FSM
77115,FWA,-0.2,AA,5966.0,DFW,20180122,mon,800,0,949,0,169,0,0,0,0,0,0,N946LR,B,0,0,0,0,0,0,0,0,0,jan,0,morning,Fort Wayne International Airport,Fort Wayne,United States,FWA,40.97850037,-85.19509888,Fort Wayne,FWA,Municipal/Baer Field,United States,US,67,FWA
