Airport Name,City name,Country name,Dep_Airport,Arr_Airport,lat,lng
Strausberg Airport,Strausberg,Germany,\N,\N,52.58055496,13.91666698
SchÃ¶nhagen Airport,Schoenhagen,Germany,QXH,QXH,52.203609,13.156389
Barth Airport,Barth,Germany,BBH,BBH,54.338253,12.710515
Jena-SchÃ¶ngleina Airfield,Jena,Germany,\N,\N,50.915279,11.714444
Kyritz Airport,Kyritz,Germany,\N,\N,52.91888809,12.42527771
"Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,ZMG,52.073612,11.626389
Rothenburg/GÃ¶rlitz Airport,Rothenburg/ol,Germany,\N,\N,51.36333466,14.94999981
Anklam Airfield,Anklam,Germany,\N,\N,53.832779,13.668611
Cottbus-Drewitz Airport,Cottbus,Germany,CBU,CBU,51.889442,14.531944
Kamenz Airport,Kamenz,Germany,\N,\N,51.29694366,14.12749958
Berlin-SchÃ¶nefeld Airport,Berlin,Germany,SXF,SXF,52.380001,13.5225
Dresden Airport,Dresden,Germany,DRS,DRS,51.13280106,13.76720047
Erfurt Airport,Erfurt,Germany,ERF,ERF,50.97980118,10.95810032
Frankfurt am Main Airport,Frankfurt,Germany,FRA,FRA,50.033333,8.570556
MÃ¼nster OsnabrÃ¼ck Airport,Munster,Germany,FMO,FMO,52.13460159,7.684830189
Hamburg Airport,Hamburg,Germany,HAM,HAM,53.63040161,9.988229752
Berlin-Tempelhof International Airport,Berlin,Germany,THF,THF,52.47299957,13.40390015
Cologne Bonn Airport,Cologne,Germany,CGN,CGN,50.86589813,7.142739773
DÃ¼sseldorf Airport,Duesseldorf,Germany,DUS,DUS,51.289501,6.76678
Munich Airport,Munich,Germany,MUC,MUC,48.353802,11.7861
Nuremberg Airport,Nuernberg,Germany,NUE,NUE,49.498699,11.078056
Leipzig/Halle Airport,Leipzig,Germany,LEJ,LEJ,51.423889,12.236389
SaarbrÃ¼cken Airport,Saarbruecken,Germany,SCN,SCN,49.21459961,7.109509945
Stuttgart Airport,Stuttgart,Germany,STR,STR,48.68989944,9.221960068
Berlin-Tegel Airport,Berlin,Germany,TXL,TXL,52.5597,13.2877
Hannover Airport,Hannover,Germany,HAJ,HAJ,52.46110153,9.685079575
Bremen Airport,Bremen,Germany,BRE,BRE,53.04750061,8.786669731
Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,QEF,49.959999,8.645833
Frankfurt-Hahn Airport,Hahn,Germany,HHN,HHN,49.9487,7.26389
Mannheim-City Airport,Mannheim,Germany,MHG,MHG,49.473057,8.514167
Allendorf/Eder Airport,Allendorf,Germany,\N,\N,51.03499985,8.680832863
Worms Airport,Worms,Germany,\N,\N,49.606945,8.368333
Mainz-Finthen Airport,Mainz,Germany,\N,\N,49.967499,8.147222
Eisenach-Kindel Airport,Eisenach,Germany,EIB,EIB,50.991604,10.47973
Siegerland Airport,Siegerland,Germany,SGE,SGE,50.70769882,8.082969666
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,XFW,53.53527832,9.83555603
Kiel-Holtenau Airport,Kiel,Germany,KEL,KEL,54.37944412,10.14527798
LÃ¼beck Blankensee Airport,Luebeck,Germany,LBC,LBC,53.80540085,10.71920013
Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,\N,50.40555573,6.528889179
Meinerzhagen Airport,Meinerzhagen,Germany,\N,\N,51.09999847,7.599999905
Arnsberg-Menden Airport,Arnsberg,Germany,\N,\N,51.48389053,7.898333073
Essen Mulheim Airport,Essen,Germany,ESS,ESS,51.40230179,6.937329769
Bielefeld Airport,Bielefeld,Germany,BFE,BFE,51.964722,8.544444
MÃ¶nchengladbach Airport,Moenchengladbach,Germany,MGL,MGL,51.230278,6.504444
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,PAD,51.61410141,8.616319656
Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,\N,51.99583435,6.840556145
Dortmund Airport,Dortmund,Germany,DTM,DTM,51.5182991,7.612239838
Augsburg Airport,Augsburg,Germany,AGB,AGB,48.425278,10.931667
Biberach a.d. RiÃŸ Airfield,Biberach,Germany,\N,\N,48.111111,9.762778
Eggenfelden Airport,Eggenfelden,Germany,\N,\N,48.39611053,12.72361088
Mindelheim-Mattsies Airfield,Mindelheim,Germany,\N,\N,48.106945,10.525
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,OBF,48.081402,11.2831
Straubing Airport,Straubing,Germany,RBM,RBM,48.90083313,12.51666737
Vilshofen Airport,Vilshofen,Germany,\N,\N,48.63499832,13.19555569
Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,\N,47.85889053,10.01416683
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,FDH,47.67129898,9.511489868
Schwerin Parchim Airport,Parchim,Germany,SZW,SZW,53.426998,11.7834
Stendal-Borstel Airport,Stendal,Germany,\N,\N,52.62888718,11.81861115
Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,\N,\N,48.77777863,10.26472187
Bayreuth Airport,Bayreuth,Germany,BYU,BYU,49.985001,11.64
Burg Feuerstein Airport,Burg Feuerstein,Germany,URD,URD,49.79416656,11.13361073
Hof-Plauen Airport,Hof,Germany,HOQ,HOQ,50.28861237,11.85638905
HaÃŸfurt-Schweinfurt Airport,Hassfurt,Germany,\N,\N,50.01805496,10.52944374
Koblenz-Winningen Airfield,Koblenz,Germany,\N,\N,50.325558,7.528611
Trier-FÃ¶hren Airport,Trier,Germany,\N,\N,49.863888,6.7875
Speyer Airfield,Speyer,Germany,\N,\N,49.304722,8.451389
ZweibrÃ¼cken Airport,Zweibruecken,Germany,ZQW,ZQW,49.2094,7.40056
Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,ZQL,47.97333145,8.522221565
Freiburg i. Br. Airport,Freiburg,Germany,\N,\N,48.02277756,7.832499981
Mengen-Hohentengen Airport,Mengen,Germany,\N,\N,48.05389023,9.372777939
Adolf WÃ¼rth Airport,Schwaebisch Hall,Germany,\N,\N,49.11833191,9.783888817
Finsterwalde/Schacksdorf Airport,Soest,Germany,\N,\N,51.607498,13.743611
Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE,BWE,52.319199,10.5561
Kassel-Calden Airport,Kassel,Germany,KSF,KSF,51.417273,9.384967
Hildesheim Airport,Hildesheim,Germany,\N,\N,52.18138885,9.946389198
Bremerhaven Airport,Bremerhaven,Germany,BRV,BRV,53.506943,8.572778
Emden Airport,Emden,Germany,EME,EME,53.391109,7.2275
Leer-Papenburg Airport,Leer,Germany,\N,\N,53.27194214,7.44166708
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,WVN,53.50222015,8.052222252
Borkum Airport,Borkum,Germany,BMK,BMK,53.59639,6.709167
Norderney Airport,Norderney,Germany,NRD,NRD,53.70694351,7.230000019
Flensburg-SchÃ¤ferhaus Airport,Flensburg,Germany,FLF,FLF,54.7733345,9.378889084
Rendsburg-Schachtholm Airport,Rendsburg,Germany,\N,\N,54.22000122,9.599444389
Westerland Sylt Airport,Westerland,Germany,GWT,GWT,54.91320038,8.340470314
Ã„mari Air Base,Armari Air Force Base,Estonia,\N,\N,59.26029968,24.20849991
KÃ¤rdla Airport,Kardla,Estonia,KDL,KDL,58.99079895,22.83069992
Kuressaare Airport,Kuressaare,Estonia,URE,URE,58.22990036,22.5095005
PÃ¤rnu Airport,Parnu,Estonia,EPU,EPU,58.41899872,24.4727993
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,TLL,59.41329956,24.83279991
Tartu Airport,Tartu,Estonia,TAY,TAY,58.30749893,26.69039917
Enontekio Airport,Enontekio,Finland,ENF,ENF,68.36260223,23.42429924
Eura Airport,Eura,Finland,\N,\N,61.11610031,22.20140076
Halli Airport,Halli,Finland,KEV,KEV,61.856039,24.786686
Helsinki Malmi Airport,Helsinki,Finland,HEM,HEM,60.25460052,25.0428009
Helsinki Vantaa Airport,Helsinki,Finland,HEL,HEL,60.31719971,24.9633007
Hameenkyro Airport,Hameenkyro,Finland,\N,\N,61.68970108,23.07369995
Hanko Airport,Hanko,Finland,\N,\N,59.84889984,23.08359909
HyvinkÃ¤Ã¤ Airfield,Hyvinkaa,Finland,HYV,HYV,60.65439987,24.8810997
Kiikala Airport,Kikala,Finland,\N,\N,60.46250153,23.65250015
Immola Airport,Immola,Finland,\N,\N,61.24919891,28.90369987
Kitee Airport,Kitee,Finland,KTQ,KTQ,62.1661,30.073601
Ivalo Airport,Ivalo,Finland,IVL,IVL,68.6072998,27.40530014
Joensuu Airport,Joensuu,Finland,JOE,JOE,62.66289902,29.60750008
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,JYV,62.3995018,25.67830086
Kauhava Airport,Kauhava,Finland,KAU,KAU,63.127102,23.051399
Kemi-Tornio Airport,Kemi,Finland,KEM,KEM,65.77870178,24.58209991
Kajaani Airport,Kajaani,Finland,KAJ,KAJ,64.28549957,27.69239998
Kauhajoki Airport,Kauhajoki,Finland,KHJ,KHJ,62.46250153,22.39310074
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,KOK,63.72119904,23.14310074
Kemijarvi Airport,Kemijarvi,Finland,\N,\N,66.712898,27.156799
Kuusamo Airport,Kuusamo,Finland,KAO,KAO,65.98760223,29.23940086
KittilÃ¤ Airport,Kittila,Finland,KTT,KTT,67.7009964,24.84679985
Kuopio Airport,Kuopio,Finland,KUO,KUO,63.00709915,27.79780006
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,QLF,61.144199,25.693501
Lappeenranta Airport,Lappeenranta,Finland,LPP,LPP,61.044601,28.144743
Mariehamn Airport,Mariehamn,Finland,MHQ,MHQ,60.12220001,19.89819908
Menkijarvi Airport,Menkijarvi,Finland,\N,\N,62.94670105,23.51889992
Mikkeli Airport,Mikkeli,Finland,MIK,MIK,61.6866,27.201799
Nummela Airport,Nummela,Finland,\N,\N,60.33390045,24.29640007
Oulu Airport,Oulu,Finland,OUL,OUL,64.93009949,25.35460091
Piikajarvi Airport,Piikajarvi,Finland,\N,\N,61.24560165,22.19339943
Pori Airport,Pori,Finland,POR,POR,61.46170044,21.79999924
PudasjÃ¤rvi Airport,Pudasjarvi,Finland,\N,\N,65.40219879,26.94689941
PyhÃ¤salmi Airport,Pyhasalmi,Finland,\N,\N,63.73189926,25.92630005
Raahe Pattijoki Airport,Pattijoki,Finland,\N,\N,64.68810272,24.69580078
Rantasalmi Airport,Rantasalmi,Finland,\N,\N,62.06549835,28.35650063
Rovaniemi Airport,Rovaniemi,Finland,RVN,RVN,66.56479645,25.83040047
Rayskala Airport,Rayskala,Finland,\N,\N,60.74470139,24.10779953
Savonlinna Airport,Savonlinna,Finland,SVL,SVL,61.94309998,28.94510078
Selanpaa Airport,Selanpaa,Finland,\N,\N,61.06240082,26.7989006
Sodankyla Airport,Sodankyla,Finland,SOT,SOT,67.39499664,26.61910057
Tampere-Pirkkala Airport,Tampere,Finland,TMP,TMP,61.41410065,23.60440063
Teisko Airport,Teisko,Finland,\N,\N,61.7733,24.027
Turku Airport,Turku,Finland,TKU,TKU,60.51409912,22.26280022
Utti Air Base,Utti,Finland,UTI,UTI,60.89640045,26.93840027
Vaasa Airport,Vaasa,Finland,VAA,VAA,63.05070114,21.7621994
Varkaus Airport,Varkaus,Finland,VRK,VRK,62.17110062,27.86860085
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,YLI,64.0547222,24.7252778
Belfast International Airport,Belfast,United Kingdom,BFS,BFS,54.65750122,-6.215829849
St Angelo Airport,Enniskillen,United Kingdom,ENK,ENK,54.39889908,-7.651669979
George Best Belfast City Airport,Belfast,United Kingdom,BHD,BHD,54.61809921,-5.872499943
City of Derry Airport,Londonderry,United Kingdom,LDY,LDY,55.0428009,-7.161109924
Birmingham International Airport,Birmingham,United Kingdom,BHX,BHX,52.45389938,-1.748029947
Coventry Airport,Coventry,United Kingdom,CVT,CVT,52.36970139,-1.479719996
Leicester Airport,Leicester,United Kingdom,\N,\N,52.60779953,-1.031939983
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,GLO,51.89419937,-2.167220116
Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,\N,\N,52.51750183,-2.259439945
Cotswold Airport,Pailton,United Kingdom,GBA,GBA,51.668095,-2.05694
Turweston Airport,Turweston,United Kingdom,\N,\N,52.04079819,-1.095559955
Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,\N,\N,52.19219971,-1.614439964
Manchester Airport,Manchester,United Kingdom,MAN,MAN,53.35369873,-2.274950027
Manchester Woodford Airport,Woodfort,United Kingdom,\N,\N,53.3381,-2.14889
Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,\N,\N,51.08720016,-4.15034008
Newquay Cornwall Airport,Newquai,United Kingdom,NQY,NQY,50.44060135,-4.995409966
RAF Lyneham,Lyneham,United Kingdom,LYE,LYE,51.5051,-1.99343
MoD Boscombe Down Airport,Boscombe Down,United Kingdom,\N,\N,51.15219879,-1.747410059
RNAS Culdrose,Culdrose,United Kingdom,\N,\N,50.08610153,-5.255710125
MoD St. Athan,St. Athan,United Kingdom,\N,\N,51.4048,-3.43575
RNAS Yeovilton,Yeovilton,United Kingdom,YEO,YEO,51.00939941,-2.638819933
Haverfordwest Airport,Haverfordwest,United Kingdom,HAW,HAW,51.83309937,-4.961110115
Cardiff International Airport,Cardiff,United Kingdom,CWL,CWL,51.39670181,-3.343329906
Swansea Airport,Swansea,United Kingdom,SWS,SWS,51.6053009,-4.067830086
Bristol Airport,Bristol,United Kingdom,BRS,BRS,51.382702,-2.71909
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,LPL,53.33359909,-2.849720001
London Luton Airport,London,United Kingdom,LTN,LTN,51.87469864,-0.368333012
Plymouth City Airport,Plymouth,United Kingdom,PLH,PLH,50.422798,-4.10583
Bournemouth Airport,Bournemouth,United Kingdom,BOH,BOH,50.77999878,-1.842499971
Southampton Airport,Southampton,United Kingdom,SOU,SOU,50.95029831,-1.35679996
Lasham Airport,Lasham,United Kingdom,QLA,QLA,51.18719864,-1.033499956
Alderney Airport,Alderney,Guernsey,ACI,ACI,49.706104,-2.21472
Guernsey Airport,Guernsey,Guernsey,GCI,GCI,49.43500137,-2.601969957
Jersey Airport,Jersey,Jersey,JER,JER,49.207901,-2.195509911
Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,ESH,50.835602,-0.297222
London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,BQH,51.3307991,0.032499999
London Gatwick Airport,London,United Kingdom,LGW,LGW,51.148102,-0.190278
London City Airport,London,United Kingdom,LCY,LCY,51.505299,0.055278
Farnborough Airport,Farnborough,United Kingdom,FAB,FAB,51.2757988,-0.776332974
Chalgrove Airport,Chalsgrove,United Kingdom,\N,\N,51.67610168,-1.080829978
Blackbushe Airport,Blackbushe,United Kingdom,BBS,BBS,51.32389832,-0.847500026
London Heathrow Airport,London,United Kingdom,LHR,LHR,51.4706,-0.461941
Southend Airport,Southend,United Kingdom,SEN,SEN,51.57139969,0.695555985
Lydd Airport,Lydd,United Kingdom,LYX,LYX,50.95610046,0.939167023
Kent International Airport,Manston,United Kingdom,MSE,MSE,51.342201,1.34611
Brough Airport,Brough,United Kingdom,\N,\N,53.7197,-0.566333
Carlisle Airport,Carlisle,United Kingdom,CAX,CAX,54.9375,-2.809170008
Retford Gamston Airport,Repton,United Kingdom,\N,\N,53.2806015,-0.951389015
Blackpool International Airport,Blackpool,United Kingdom,BLK,BLK,53.77170181,-3.028609991
Humberside Airport,Humberside,United Kingdom,HUY,HUY,53.57440186,-0.350832999
Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,BWF,54.1286111,-3.2675
Leeds Bradford Airport,Leeds,United Kingdom,LBA,LBA,53.86589813,-1.660570025
Warton Airport,Warton,United Kingdom,WRT,WRT,53.745098,-2.88306
Hawarden Airport,Hawarden,United Kingdom,CEG,CEG,53.17810059,-2.977780104
Isle of Man Airport,Isle Of Man,Isle of Man,IOM,IOM,54.08330154,-4.623889923
Newcastle Airport,Newcastle,United Kingdom,NCL,NCL,55.03749847,-1.691669941
Durham Tees Valley Airport,Teesside,United Kingdom,MME,MME,54.50920105,-1.429409981
East Midlands Airport,East Midlands,United Kingdom,EMA,EMA,52.83110046,-1.328060031
Llanbedr Airport,Llanbedr,United Kingdom,\N,\N,52.81169891,-4.123579979
RAF Ternhill,Ternhill,United Kingdom,\N,\N,52.87120056,-2.533560038
RAF Shawbury,Shawbury,United Kingdom,\N,\N,52.7981987,-2.668040037
RAF Woodvale,Woodvale,United Kingdom,\N,\N,53.5816,-3.05552
Kirkwall Airport,Kirkwall,United Kingdom,KOI,KOI,58.95780182,-2.904999971
Sumburgh Airport,Sumburgh,United Kingdom,LSI,LSI,59.87889862,-1.295560002
Wick Airport,Wick,United Kingdom,WIC,WIC,58.45890045,-3.093060017
Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,ABZ,57.20190048,-2.197779894
Inverness Airport,Inverness,United Kingdom,INV,INV,57.54249954,-4.047500134
Glasgow International Airport,Glasgow,United Kingdom,GLA,GLA,55.87189865,-4.433060169
Edinburgh Airport,Edinburgh,United Kingdom,EDI,EDI,55.95000076,-3.372499943
Islay Airport,Islay,United Kingdom,ILY,ILY,55.68190002,-6.256669998
Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,PIK,55.50939941,-4.586669922
Benbecula Airport,Benbecula,United Kingdom,BEB,BEB,57.48109818,-7.362780094
Scatsta Airport,Scatsta,United Kingdom,SCS,SCS,60.43280029,-1.296110034
Dundee Airport,Dundee,United Kingdom,DND,DND,56.45249939,-3.02583003
Stornoway Airport,Stornoway,United Kingdom,SYY,SYY,58.21559906,-6.331110001
Tiree Airport,Tiree,United Kingdom,TRE,TRE,56.49919891,-6.869170189
RAF Leuchars,Leuchars,United Kingdom,ADX,ADX,56.3728981,-2.868439913
RAF Lossiemouth,Lossiemouth,United Kingdom,LMO,LMO,57.7052002,-3.339169979
Cambridge Airport,Cambridge,United Kingdom,CBG,CBG,52.205002,0.175
Peterborough Business Airport,Peterborough,United Kingdom,\N,\N,52.4681015,-0.251111001
Norwich International Airport,Norwich,United Kingdom,NWI,NWI,52.67580032,1.282780051
London Stansted Airport,London,United Kingdom,STN,STN,51.88499832,0.234999999
North Weald Airport,North Weald,United Kingdom,\N,\N,51.72169876,0.154166996
Sheffield City Heliport,Fowlmere,United Kingdom,\N,\N,53.394299,-1.38849
Cranfield Airport,Cranfield,United Kingdom,\N,\N,52.07220078,-0.616666973
Exeter International Airport,Exeter,United Kingdom,EXT,EXT,50.7344017,-3.413889885
Bristol Filton Airport,Bristol,United Kingdom,FZO,FZO,51.51940155,-2.590830088
Oxford (Kidlington) Airport,Oxford,United Kingdom,OXF,OXF,51.8368988,-1.320000052
RAF Benson,Benson,United Kingdom,BEX,BEX,51.61640167,-1.095829964
RAF Lakenheath,Lakenheath,United Kingdom,LKZ,LKZ,52.40930176,0.56099999
RAF Mildenhall,Mildenhall,United Kingdom,MHZ,MHZ,52.36190033,0.486405998
RAF Wattisham,Wattisham,United Kingdom,\N,\N,52.12730026,0.956264019
RAF Wyton,Wyton,United Kingdom,QUY,QUY,52.35720062,-0.107832998
RAF Fairford,Fairford,United Kingdom,FFD,FFD,51.68220139,-1.790030003
RAF Brize Norton,Brize Norton,United Kingdom,BZZ,BZZ,51.75,-1.58362
RAF Odiham,Odiham,United Kingdom,ODH,ODH,51.23410034,-0.942825019
DCAE Cosford Air Base,Cosford,United Kingdom,\N,\N,52.639999,-2.30558
RAF Northolt,Northolt,United Kingdom,NHT,NHT,51.5530014,-0.418166995
RAF Coningsby,Coningsby,United Kingdom,QCY,QCY,53.0929985,-0.166014001
RAF Dishforth,Dishforth,United Kingdom,\N,\N,54.1371994,-1.420250058
Leeming Airport,Leeming,United Kingdom,\N,\N,54.2924,-1.5354
Leeds East Airport,Church Fenton,United Kingdom,\N,\N,53.834301,-1.1955
RAF Honington,Honington,United Kingdom,BEQ,BEQ,52.34260178,0.772939026
RAF Cottesmore,Cottesmore,United Kingdom,\N,\N,52.735699,-0.648769
RAF Scampton,Scampton,United Kingdom,SQZ,SQZ,53.30780029,-0.550832987
RAF Wittering,Wittering,United Kingdom,\N,\N,52.612598,-0.476453
RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,HRT,HRT,54.0489006,-1.252750039
RAF Waddington,Waddington,United Kingdom,WTN,WTN,53.16619873,-0.523810983
RAF Topcliffe,Topcliffe,United Kingdom,\N,\N,54.20550156,-1.382089973
RAF Cranwell,Cranwell,United Kingdom,\N,\N,53.03030014,-0.483242005
RAF Barkston Heath,Barkston Heath,United Kingdom,\N,\N,52.96220016,-0.561625004
RAF Marham,Marham,United Kingdom,KNF,KNF,52.648395,0.550692
Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,MPN,-51.82279968,-58.44720078
Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,AMS,52.308601,4.76389
Budel Airfield Kempen,Weert,Netherlands,\N,\N,51.255299,5.60139
Maastricht Aachen Airport,Maastricht,Netherlands,MST,MST,50.911701,5.77014
Deelen Air Base,Deelen,Netherlands,\N,\N,52.0606,5.87306
Drachten Airport,Drachten,Netherlands,\N,\N,53.11920166,6.129720211
Eindhoven Airport,Eindhoven,Netherlands,EIN,EIN,51.45009995,5.374529839
Eelde Airport,Groningen,Netherlands,GRQ,GRQ,53.11970139,6.579440117
Gilze Rijen Air Base,Gilze-rijen,Netherlands,GLZ,GLZ,51.56740189,4.931829929
De Kooy Airport,De Kooy,Netherlands,DHR,DHR,52.92340088,4.780620098
Lelystad Airport,Lelystad,Netherlands,LEY,LEY,52.4603,5.52722
Leeuwarden Air Base,Leeuwarden,Netherlands,LWR,LWR,53.22859955,5.760560036
Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,RTM,51.956902,4.43722
Soesterberg Air Base,Soesterberg,Netherlands,UTC,UTC,52.12730026,5.276189804
Twente Airport,Enschede,Netherlands,ENS,ENS,52.275833,6.889167
Valkenburg Naval Air Base,Valkenburg,Netherlands,LID,LID,52.16609955,4.41794014
Woensdrecht Air Base,Woensdrecht,Netherlands,WOE,WOE,51.4491,4.34203
Cork Airport,Cork,Ireland,ORK,ORK,51.84130096,-8.491109848
Galway Airport,Galway,Ireland,GWY,GWY,53.30020142,-8.941590309
Dublin Airport,Dublin,Ireland,DUB,DUB,53.421299,-6.27007
Ireland West Knock Airport,Connaught,Ireland,NOC,NOC,53.91030121,-8.818490028
Kerry Airport,Kerry,Ireland,KIR,KIR,52.18090057,-9.523779869
Casement Air Base,Casement,Ireland,\N,\N,53.30170059,-6.451330185
Shannon Airport,Shannon,Ireland,SNN,SNN,52.702,-8.92482
Sligo Airport,Sligo,Ireland,SXL,SXL,54.28020096,-8.599209785
Waterford Airport,Waterford,Ireland,WAT,WAT,52.18719864,-7.086959839
Aarhus Airport,Aarhus,Denmark,AAR,AAR,56.29999924,10.61900043
Billund Airport,Billund,Denmark,BLL,BLL,55.74029922,9.151780128
Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,CPH,55.61790085,12.65600014
Esbjerg Airport,Esbjerg,Denmark,EBJ,EBJ,55.525902,8.5534
GrÃ¸nholt HillerÃ¸d Airport,Gronholt,Denmark,\N,\N,55.94139862,12.38220024
Karup Airport,Karup,Denmark,KRP,KRP,56.29750061,9.124629974
LÃ¦sÃ¸ Airport,Laeso,Denmark,BYR,BYR,57.27719879,11.00010014
Lolland Falster Maribo Airport,Maribo,Denmark,MRW,MRW,54.699299,11.4401
Odense Airport,Odense,Denmark,ODE,ODE,55.47669983,10.33090019
KrusÃ¥-Padborg Airport,Krusa-padborg,Denmark,\N,\N,54.87030029,9.279009819
Copenhagen Roskilde Airport,Copenhagen,Denmark,RKE,RKE,55.58560181,12.13140011
Bornholm Airport,Ronne,Denmark,RNN,RNN,55.06330109,14.75959969
SÃ¸nderborg Airport,Soenderborg,Denmark,SGD,SGD,54.96440125,9.791729927
Skrydstrup Air Base,Skrydstrup,Denmark,SKS,SKS,55.221048,9.26702
Skive Airport,Skive,Denmark,SQW,SQW,56.55020142,9.172980309
Thisted Airport,Thisted,Denmark,TED,TED,57.06880188,8.705220222
Kolding Vamdrup Airfield,Kolding,Denmark,\N,\N,55.436298,9.33092
Vagar Airport,Vagar,Faroe Islands,FAE,FAE,62.06359863,-7.277219772
Vesthimmerlands Flyveplads,Vesthimmerland,Denmark,\N,\N,56.846901,9.45861
Stauning Airport,Stauning,Denmark,STA,STA,55.99010086,8.353910446
Aalborg Airport,Aalborg,Denmark,AAL,AAL,57.09275891,9.849243164
Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,LUX,49.6233333,6.2044444
Ã…lesund Airport,Alesund,Norway,AES,AES,62.5625,6.119699955
AndÃ¸ya Airport,Andoya,Norway,ANX,ANX,69.29250336,16.14419937
Alta Airport,Alta,Norway,ALF,ALF,69.97609711,23.37170029
BÃ¸moen Airport,Voss,Norway,\N,\N,60.63890076,6.50150013
BrÃ¸nnÃ¸ysund Airport,Bronnoysund,Norway,BNN,BNN,65.46109772,12.21749973
BodÃ¸ Airport,Bodo,Norway,BOO,BOO,67.26920319,14.36530018
Bergen Airport Flesland,Bergen,Norway,BGO,BGO,60.29339981,5.218140125
BÃ¥tsfjord Airport,Batsfjord,Norway,BJF,BJF,70.60050201,29.69140053
Kristiansand Airport,Kristiansand,Norway,KRS,KRS,58.204201,8.08537
Geilo Airport Dagali,Geilo,Norway,DLD,DLD,60.41730118,8.518349648
